Title,Condition,Buy Price,Author,Publisher,ISBN
The Military Life and Times of General Sir Miles Dempsey: Monty's Army Commander,New,23.14,Peter Rostron,Pen & Sword Military,139901448X
Overbury Affair: The Murder Trial That Rocked the Court of King James I,Acceptable,26.79,Miriam Allen deFord,Chilton,B009QMZEIQ
George: An Early Autobiography,Good,12.79,Emlyn Williams,Random House,B0006AX8U8
"Edmund Pendleton, 1721-1803: A Biography",Good,30.29,David J. Mays,Library of Virginia,0884901203
Beyond My Dreams,,0.0,Claudia Folts,Turningpointpress LLC,0997382996
Truckin' The Skies: Alaska Aviation Stories,New,14.95,Gary Tup Tupper,Alaska Dreams Publishing,0990345467
Early Years of His Royal Highness the Prince Consort: Compiled Under the Direction of Her Majesty the Queen,New,15.59,Charles Grey,Nabu Press,1179015134
Rocker: Scars & Strikes,,0.0,John Rocker,"Rmc Publishing, LLC",0984741909
"James Monroe Smith, Georgia Planter: Before Death and After",New,50.95,E. Merton Coulter,University of Georgia Press,0820325252
Vinegar Pie and Other Tales of the Grand Traverse Region,New,29.95,Al Barnes,"Literary Licensing, LLC",1258430584
Pennsylvania Avenue: Profiles in Backroom Power,Good,5.49,John  Harwood,Random House Trade Paperbacks,0812976584
Delicate Mission: Autobiography of a Secret Agent,,0.0,Conrad O'Brien-ffrench,Skilton & Shaw,0705000621
Dreams of an empire;: The story of Stephen Fuller Austin and his colony in Texas,New,31.95,Sallie Glasscock,"Literary Licensing, LLC",1258130254
A.G. Gaston: Visionary Businessman (Alabama Roots Biography),,0.0,Tom Bailey,Seacoast Publishing,1878561995
Our Town Speaks Wilton Iowa 1855-2005,,0.0,Thelma J. Nopoulos,Wilton Candy Kitchen,0977145719
Shaded by Stone,,0.0,Ari Schneider,Xalibu LLC,1732348235
"Win from Within: False Starts, First Downs, and the Power of Second Chances - Harry Sydney III former NFL Player and Coach for San Francisco 49ers and Green Bay Packers",Very Good,14.79,Harry Sydney,Titletown Publishing,194904212X
Still Awesome : The Trials and Tribulations of an Egotistical Maniac,,0.0,Jason Ellis,Grey Books,0998218014
Van Sweringens of Cleveland: The Biography of an Empire,Good,28.29,Ian S Haberman,Western Reserve Historical Society,0911704205
Coolidge and the Historians,Very Good,60.39,Thomas B. Silver,Carolina Academic Press,0890890374
Tiger Jack,Good,37.79,Hanson W. Baldwin,Old Army Press,0883420597
On Autobiography (Theory and History of Literature),Very Good,44.79,Philippe Lejeune,Univ of Minnesota Pr,0816616310
Before sunrise: A novella,,0.0,Mikhail Zoshchenko,Ardis,0882330616
Early settlers of New York State: Their ancestors and descendants,New,104.17,Janet Wethy Foley,Genealogical Publishing Company,0806313862
Arthurian Legend in the Seventeenth Century,,0.0,,Octagon Books,0374909881
"Shelley and His Circle, 1773-1822, Volumes 1 and 2, (Volumes 1 and 2)",,0.0,Percy Bysshe Shelley,Harvard University Press,0674806107
LITERARY ANECDOTES OF THE EIGHTEENTH CENTURY. EDITED BY COLIN CLAIR.,New,34.95,Samuel Bentley,Nabu Press,1143384067
The Story Of Young George Washington,New,30.95,Wayne Whipple,Kessinger Publishing,1165790386
"The Babyhood of Wild Beasts, by George M. Ncnally, with a Foreword by William T. Hornaday Illustrated from Photographs",New,22.19,Georgia Maud McNally,Nabu Press,1145594395
Hanoi Release John Nasmyth,Good,17.59,Virginia Nasmyth Loy,Parr V Publishing,0961399104
Favorite Recipes Of Famous Men,New,16.76,Roy Ald,Kessinger Publishing,1163193674
"Robert E. Lee and the Southern Confederacy, 1807-1870",New,19.75,Henry Alexander White,Createspace Independent Publishing Platform,1489577300
Washington & His Comrades in Arms: A Chronicle of the War of Independence,New,23.95,George MacKinnon Wrong,Legare Street Press,1017894698
James Nasmyth Engineer An Autobiography,New,23.53,James Nasmyth,Alpha Edition,9356158657
The doctor who never gave up: The story of Ida Scudder in India (Stories of faith and fame),,0.0,Carolyn Scott,Lutterworth P,0718816064
Cunningham: The Life and Cars of Briggs Swift Cunningham,,0.0,Dean Baatchelor,Motorbooks International,0879387955
"The Life and Letters of Jesse Hill Ford, Southern Writer: With Annotations and Commentary (Studies in American Literature)",,0.0,Anne Cheney,Edwin Mellen Press,0773488766
The Social Theory of W.E.B. Du Bois,New,142.0,Phil Zuckerman,Pine Forge Press,0761928715
Prince,,0.0,Jim Feldman,Ballantine Books,0345323254
In Spite Of...,Good,6.79,Treopia Green Washington,Treopia G. Washington,0578293080
Abraham Lincoln by Some Men Who Knew Him,New,20.87,James Stevenson Ewing,Legare Street Press,1017307687
Crooked Journey: The Story of a Woman's Fight Against Scoliosis,New,29.19,Louise F. Sohrabi,Independently Published,B0B5NMQMB5
Tranquility: Tales Of Sport With The Gun,New,31.95,Harold P. Sheldon,"Literary Licensing, LLC",1258167220
"Echoes of the past about California, by General John Bidwell In camp and cabin, by Rev John Steele Edited by Milo Milton Quaife Lakeside classics, 26",Good,30.79,John and John Bidwell Steele,Kessinger Publishing,1417916389
"John Huston, Maker of Magic",,0.0,Stuart M. Kaminsky,Houghton Mifflin,0395257166
Mask Or Face; Reflections in an Actor's Mirror,New,22.69,Michael Redgrave,Legare Street Press,1021244112
Alfred Lord Tennyson; a memoir,New,24.73,Hallam Tennyson,"British Library, Historical Print Editions",1241362203
My fifty years of chess,New,25.99,Frank James Marshall,Hardinge Simpole Limited,1843820536
"King of the Air  Or, To Morocco on an Aeroplane",New,9.63,Herbert Strang,Createspace Independent Publishing Platform,1517283744
Rural Life In America: Or Summer And Winter In The Country,New,30.95,Harry Penciller,Kessinger Publishing,1165682583
Skymen: Heroes Of Fifty Years Of Flying,Good,7.39,Larry Forrester,St. Martin's Press,0312727828
Indian Pictures and Problems (Classic Reprint),New,26.32,Ian Malcolm,"Primary Sources, Historical Collections",1241114633
Historical Dictionary of German Theater,New,203.06,William Grange,Rowman & Littlefield Publishers,1442250194
Nehru a Political Biography,Acceptable,19.19,Michael Brecher,Oxford Univ Press,B0006D74XM
I Shot an Elephant in My Pajamas/the Morrie Ryskind Story,Good,11.19,Morrie Ryskind,Huntington House Publishers,1563840006
"Fun With Skits, Stunts and Other Stories",New,22.95,Larry Eisenberg,Hassell Street Press,1014732409
Artist-biographies: Sir Joshua Reynolds. Turner. Landseer,New,27.95,Moses Foster Sweetser,Legare Street Press,102230030X
"Genealogical History of the Dormant, Abeyant, Forfeited and Extinct Peerages of the British Empire",New,41.95,Bernard Burke,Legare Street Press,101543116X
My Eyes Are In My Heart,New,30.95,Ted Husing,Kessinger Publishing,1163823619
The Comics Journal Library: Jack Kirby,,0.0,Gary Groth,Fantagraphics Books,1560974346
Yesterday,,0.0,Stephen Pearsall,Wordclay,1604813717
"The Scribbler, Adams County Pioneer Memoirs",,0.0,Andrew Morgan,Ye Galleon Press,0877703043
Memoirs of Carlo Goldoni,New,24.95,Carlo Goldoni,Legare Street Press,1016375808
Against the Wind. An Autobiography.,,0.0,Geoffrey Household,Forgotten Books,0259994154
Beyond Churchianity: Insights from Japan for a World-Changing Christianity,,0.0,Floyd Howlett,Hybrid,0968970982
"Swallowed by Satan: How Our Lord Jesus Christ Saved Me from Pornography, Homosexuality, and the Occult",,0.0,Joseph C. Sciambra,SOS Publishing,193926815X
Edmund Burke,New,23.95,John Morley,Legare Street Press,1022517619
The Kent of Dickens,,0.0,Walter Dexter,Cecil Palmer,B000WVRPOG
We Interrupt This Broadcast ...: A Veteran Looks Back on His WWII Tour of Duty,,0.0,Paul Sikorski,"Waldenhouse Publishers, Inc.",1935186930
"Abraham Lincoln, the First American",New,22.69,David Decamp Thompson,Wentworth Press,0469168633
Naipaul's Strangers,,0.0,Dagmar Barnouw,Indiana University Press,0253342074
Youth Gone Wild,,0.0,Robert Bob Sorensen,Fulton Books,1646543491
Joyce Images,,0.0,Bob Cato,W. W. Norton & Company,0393036383
Venture with Ideas,Very Good,12.79,Kenneth Walker,Luzac Oriental,1898942056
Robert Gitler and the Japan Library School,New,118.2,Michael Keeble Buckland,Scarecrow Press,0810836327
Breaking New Ground: A Personal History,New,19.35,Lester R. Brown,W. W. Norton & Company,0393240061
William Morris to Whistler (illustrated),New,23.16,Walter Crane,Kessinger Publishing,1164094386
The Wreck Of The Red Bird: A Story Of The Carolina Coast,New,9.63,George Cary Eggleston,Createspace Independent Publishing Platform,1512211699
Henry Clay Hooker and the Sierra Bonita,,0.0,Lynn R. Bailey,Westernlore Publications,0870261061
Heroes of Pharmacy: Professional Leadership in Times of Change,,0.0,Dennis B. Worthen,American Pharmacists Association (APhA),158212163X
My Life with the Big Cats,Acceptable,20.19,Alfred Court,Simon and Schuster,B0007DZTWE
How to Survive a Bullet to the Heart: Secret Lives & Uncensored Confessions of Maximum Security Prison Inmates,New,12.74,John Wareham,Welcome Rain Publishers,1566493994
No Greater Love: The James Reeb Story,,0.0,Duncan Howlett,Skinner House Books,1558963170
Columbus the Untold Story,Like New,66.79,Manuel da Silva Rosa,Outwater Media Group / Association Cristovao Colon,0578179318
Pennsylvania Avenue: Profiles in Backroom Power,Good,5.49,John  Harwood,Random House Trade Paperbacks,0812976584
"Win from Within: False Starts, First Downs, and the Power of Second Chances - Harry Sydney III former NFL Player and Coach for San Francisco 49ers and Green Bay Packers",Very Good,14.79,Harry Sydney,Titletown Publishing,194904212X
A hometown went to war: Remembrances of World War II,Good,10.39,Rolland Kidder,Sandy Bottom Press,0965284204
Coolidge and the Historians,Very Good,60.39,Thomas B. Silver,Carolina Academic Press,0890890374
On Autobiography (Theory and History of Literature),Very Good,44.79,Philippe Lejeune,Univ of Minnesota Pr,0816616310
Antonin Raymond: An Autobiography,,0.0,Antonin Raymond,Tuttle Publishing,B0006VZS3W
This Deception,Good,70.49,Hede Massing,"Duell, Sloan and Pearce",B0007DLN92
The Woman Who Mapped Labrador: The Life And Expedition Diary Of Mina Hubbard,Very Good,31.29,Roberta Buchanan,McGill-Queen's University Press,0773529241
"The Colonial Records Of The State Of Georgia, Volume 22, Part 2",New,29.95,Allen Daniel Candler,Legare Street Press,1018700099
Our Home: Where Your Story Begins,New,13.18,CM Mary,iUniverse,1491734892
A Memoir: Pilot Duty - WWII and Beyond,New,28.0,Norbert Ostrye,Trafford Publishing,1425110851
"Forgotten Sundays: A Son's Story of Life, Loss, and Love from the Sidelines of the NFL",,0.0,Gerry Sandusky,Running Press Adult,076245248X
"The Story of a Cavalry Regiment: The Career of the Fourth Iowa Veteran Volunteers From Kansas to Georgia, 1861-1865",New,31.95,William F. Scott,Legare Street Press,1015618863
Coleridge,Acceptable,15.19,Richard Garnett,Dell Pub. Co,B0007HVTEM
Napoléon,Good,32.19,Stendhal,Belacqva.,8496326896
"The Myth of Black Ethnicity: Monophylety, Diversity, and the Dilemma of Identity",New,64.77,Richard A.  Davis,Praeger,1567502938
"Mad Jack: The Biography of Captain John Percival, Usn, 1779-1862",New,109.44,David F. Long,Praeger,0313285675
"Schoenberg: Articles, by Arnold Schoenberg, Erwin Stein, and others, 1929 to 1937",New,109.44,Merle Armitage,Praeger,0837134390
Creating the Big Game: John W. Heisman and the Invention of American Football (Contributions to the Study of Popular Culture),New,109.44,Wiley Lee Umphlett,Praeger,0313284040
A Biographical Dictionary of Science Fiction and Fantasy Artists,Very Good,17.19,Robert Weinberg,Greenwood,0313243492
The Beethoven Encyclopedia,New,109.44,Paul Nettl,Praeger,0837185408
Pulpit Under the Sky: A Life of Hans Nielsen Hauge,New,109.19,Joseph M. Shaw,Praeger,031321123X
Ban Johnson: Czar of Baseball (Contributions to the Study of Popular Culture),Good,52.69,Eugene C. Murdock,Praeger,0313234590
Libraries in the Political Scene: (Contributions in Librarianship and Information Science),New,116.51,Marta L. Dosa,Praeger,0837164435
Exiled Memories: A Cuban Childhood,Very Good,7.89,Pablo Medina,University of Texas Press,0292776365
Dante,Good,22.49,Thomas G. Bergin,Orion Press,B06XL12NKT
Robert Mitchum: A Bio-Bibliography (Bio-Bibliographies in the Performing Arts),New,96.45,Jerry Roberts,Greenwood,0313275475
Message in a Body,Very Good,13.29,Joseph Anfuso,Pediment Publishing,1597252530
John Kelly (2wice Arts Foundation Monograph),Very Good,11.99,John Kelly,Aperture,089381962X
Marguerite Bourgeoys: Brave Beginnings,Very Good,8.79,Patricia  Simpson,Fides,1897092032
The Murderers' Who's Who,Acceptable,6.89,J.H.H. Gaute,Pan Books,0330262068
The Life and Public Services of Henry Clay; Volume 1,New,15.59,Epes W. Sargent,"Gale Ecco, Sabin Americana",1275619185
The Will to Win: A Biography of Ferdinand Eberstadt: (Contributions in Economics and Economic History),Good,90.09,Robert C. Perez,Praeger,0313267383
Olson's New Deal for California,New,76.13,Robert Eugene Burke,Praeger,0313234140
Claude Debussy: Master of Dreams,New,32.95,Maurice Dumesnil,Kessinger Publishing,1163172758
Memoirs and Confessions of a Stage Magician,Very Good,14.29,Donald Brandon,"Five Corners Publications, Ltd.",0964892006
Edward Terry Sanford: A Tennessean on the US Supreme Court,New,52.9,Stephanie L. Slater,Univ Tennessee Press,1621905179
Afterthoughts,New,9.99,Lawrence Block,Open Road Media,1453239340
Jersey troopers; a fifty year history of the New Jersey State Police,New,26.95,Leo J. Coakley,Kessinger Publishing,054849925X
Hammurabi of Babylon,New,52.36,Dominique Charpin,Bloomsbury Academic,1350197785
Richard Boone: A Knight Without Armor in a Savage Land,,0.0,David Rothel,Empire Publishing,0944019366
Portraits in the Collection of the Virginia Historical Society,Good,17.29,Virginius Cornick Hall,University of Virginia,0813908132
The Courage to Live: My Personal Journey with God: a Kidney Patient's Story,Very Good,13.69,Carmen Buelvas Critchlow,Acorn Publishing (MI),0971098832
Proceedings of the Massachusetts Historical Society,New,26.95,Massachusetts Historical Society,Nabu Press,1179545117
Through Fire and Water: The Life of Reb Noson of Breslov,New,24.99,Chaim Kramer,Breslov Research Institute,1928822347
A Tribute to Carl Sandburg at Seventy-Five,,0.0,Harry E. Pratt,Forgotten Books,0365401579
Don Pio Pico's Historical Narrative,Acceptable,91.69,Pio Pico,Arthur H. Clark Company,0870621033
Thirty Seconds over Berlin: The Story of a Nebraska Farm Boy's Life in Aviation,,0.0,Thomas Gordon,Jmt Pubns,0970304528
Letters from the Hill Country: The Correspondence Between Rebekah and Lyndon Baines Johnson,,0.0,Rebekah Baines Johnson,Thorp Springs Press,0914476971
Battle for Burma,,0.0,Eric D. Smith,Holmes & Meier Publishers,0841904685
Biographical Dictionary of the Comintern (Hoover Institution Press Publication),,0.0,Branko Lazitch,Hoover Institution Press,0817984011
Buck Van Huss: The Legend,,0.0,Willie J. Malone,Willane Pub Co,0317934449
Women In Battle Dress,New,26.95,Russell Birdwell,Kessinger Publishing,1163157813
Jimmy Swaggart--Dead Man Rising : On Black Light as a Weapon in the Culture Wars,,0.0,Barbara Nauer,Glory Arts,096579430X
Photographer...Under Fire: The Story of George S. Cook (1819-1902),,0.0,Jack Ramsay,Historical Resources Press,0964251108
Il Corso Del Coltello,,0.0,Germano Celant,Rizzoli International Publications,084780822X
Life and Distinguished Services of Hon. William Mckinley and the Great Issues of 1896: Containing Also a Sketch of the Life of Garret A. Hobart,New,39.95,Chauncey Mitchell DePew,Legare Street Press,1020663316
Torry Island Boy of the Everglades,,0.0,Ann Spann Tyler,Tyler Reproductions,0967935113
Curt Prufer: German Diplomat from the Kaiser to Hitler,,0.0,Donald M. McKale,Kent State University Press,0873383451
W. W. Loring: Florida's Forgotten General,,0.0,James Raab,Sunflower University Press,0897452100
The Tom Tyler Story,Very Good,75.29,Mike Chapman,Culture House Books,0967608082
Not Without Honor: The Story of Sammy Lee,,0.0,Molly Frick Wampler,Fithian Press,0936784377
A Very Special Gift: The Story of the Legacy of Emily Fisher Crum and Remer Hamilton Crum,Very Good,25.89,Jaclyn Weldon White,Mercer University Press,0865548056
"Custer Battle Casualties, 2: The Dead, The Missing, and a few Survivors (Montana And The West Vol. Eleven)",,0.0,Richard G. Hardorff,Upton Books,0912783265
"From First to Last: The Life of William B. Franklin (The North's Civil War, 19)",Very Good,14.99,Mark Snell,Fordham University Press,0823221490
"The Yale Editions of Horace Walpole's Correspondence, Volume 36: With the Walpole Family",,0.0,Horace Walpole,Yale University Press,0300016670
Bob Oldis - A Life in Baseball,,0.0,Stephen M. Bratkovich,Levins Publishing,0985397276
These Are My Flowers: Raising a Family on the Big Sur Coast - Letters of Nancy Hopkins,Like New,229.59,Heidi Hopkins,Heidi Hopkins,0970229437
A Group of Famous Women: Stories of Their Lives,New,18.79,Edith Horton,Alpha Edition,9356374511
The Stooges: The Authorized and Illustrated Story,Very Good,29.89,Robert Matheu,Harry N. Abrams,0810982897
In Search of Snow,New,33.4,Mr Roman Susel,Roman Susel,1775258807
Coozan Dudley LeBlanc: From Huey Long to Hadacol,New,25.0,Floyd Martin Clay,Pelican Publishing Company,0882896466
From the Pyramids to Tutankhamun: Memoirs of an Egyptological Life,,0.0,I.E.S. Edwards,Oxbow Books Limited,1842170082
Married to the Game: A Story of Love And Waiting,,0.0,Ellis Harrington,L B Publishing,0976566001
I buried Billy (The Early West),Very Good,155.89,A.P. Anaya,"Creative Publishing Company (College Station,",0932702929
Joe Beeler; Life of a Cowboy Artist,,0.0,Don Hedgpeth,Diamond Tail Press / Claggett-Rey Gallery,B001UG59JU
Kerried Away: Memoirs of a Hells Angels Ex-Wife,,0.0,Kerri L Krysko,Kas Confidential,0996633057
Women of Vision Reflections on Notable Women of Portage County,,0.0,Mary K. Croft; Janet Jurgella; Sue Koehl; Bonnie Maher,Epitaph Press,0966541715
Gold Chaser,,0.0,Joyce Sidey Brogdon,Borrego Publishing,0977854523
Holly-would!,,0.0,John Milton Hagen,Arlington House Publishers,0870002821
The Hidden Truth,New,19.97,Lillian De Waters,Kessinger Publishing,0766186598
Early Columbia County,Good,32.09,W. F. Fletcher,Ye Galleon Pr,0877704627
Alexander Korda: the Man Who Could Work Miracles,Very Good,43.89,Karol Kulik,Random House Value Publishing,0870003356
My Father Paul Gauguin,Good,15.89,Pola Gauguin,Hacker Art Books,0878173153
"All Shook Up: Elvis Day-By-Day, 1954-1977 (PCI Collector Editions)",Good,73.29,Lee Cotten,Pierian Press,0876501722
Memoirs of My Childhood in Yugoslavia,,0.0,Wayne S. Vucinich,Promotion of Science and Scholarship,0930664272
"Stories of clever dogs;: Old stories and new,",New,23.95,Ernest Lloyd,"Literary Licensing, LLC",1258513501
Controversial Mark Hopkins,New,22.95,Estelle Latta,Hassell Street Press,1013987276
"McClellan and Failure: A Study of Civil War Fear, Incompetence and Worse",New,43.36,Edward H. Bonekemper III,McFarland & Company,0786445750
General Greene,New,24.95,Francis Vinton Greene,Legare Street Press,1021680311
Robert E. Lee,,0.0,Ruby Lorraine Radford,Putnam Publishing Group,0399608184
The Autobiography of Peggy Eaton (Signal Lives),Good,182.99,Peggy Eaton,C. Scribner's Sons,B00085U8N6
Compendium of Early Mohawk Valley [New York] Families. in Two Volumes. Volume 1 - Families Aalbach to Nancy,New,76.09,Maryly B. Penrose,Genealogical Publishing Company,0806312807
"Wernher Von Braun: Crusader for Space, Combined Edition",Good,10.29,Ernst Stuhlinger,Krieger Pub Co,0894649809
The Complete Poetry and Prose of Chairil Anwar,,0.0,Chairil Anwar,State University of New York Press,0873950607
In and Out of the Ivory Tower: The Autobiography of William L. Langer,,0.0,William L. Langer,Watson Pub Intl,088202177X
"Back to Birmingham: Richard Arrington, Jr., and His Times",,0.0,Jimmie Lewis Franklin,University Alabama Press,0817304355
Everybody Welcome: A Memoir of Fannie Mae Duncan and the Cotton Club,Very Good,18.39,Fannie Mae Duncan,Chiaroscuro Press,0989994805
Growing Up in the Ozarks,,0.0,Ernest J. Webber,Ernest J. Webber,0961968303
Window of Opportunity in the USA: The Story of My Life,Like New,43.39,Alex Barazandeh,Guardian Car Buyer Service Inc,0964036401
The life and works of Francesco Maria Veracini (Studies in musicology),,0.0,John Walter Hill,UMI Research Press,0835710009
Den of outlaws,,0.0,Barbara Barton,Rangel Printing,0967059917
"The World in Ripeness: An Autobiography, Volume Three",,0.0,H.E. Bates,University of Missouri Press,0826201261
The Jimmy Streater Story: The Saga of an All-American,,0.0,Chris Cawood,Magnolia Hill Press,0964223139
The High Road: A Journey to the New Frontier of Cannabis,,0.0,Colin Hogg,HarperCollins Nz,177554107X
Searching for Perot,,0.0,Dave Lieber,Yankee Cowboy Publishing,B0B1N6SSZQ
John Brown: the sword and the word,,0.0,Barrie Stavis,A. S. Barnes,0498075206
A Fighter Pilot Looks At the World Upside Down: Book 3 of a Philosophical Memoir,,0.0,,"Erosonic, LLC",0965718980
Postcards From Delaplane,Good,28.29,Stanton Delaplane,Hassell Street Press,1013430883
Wilber's War: An American Family's Journey Through World War II,,0.0,Hale Bradt,Createspace Independent Publishing Platform,1729724914
Clean Sweep: The Inside Story of the Zzzz Best Scam... One of Wall Street's Biggest Frauds,Good,6.89,Barry Minkow,Thomas Nelson Publishers,0785279164
Never A Shot In Anger,Very Good,7.59,Barney Oldfield,Capra Press,0884963071
Thirty Seconds over Berlin: The Story of a Nebraska Farm Boy's Life in Aviation,,0.0,Thomas Gordon,Jmt Pubns,0970304528
Letters from the Hill Country: The Correspondence Between Rebekah and Lyndon Baines Johnson,,0.0,Rebekah Baines Johnson,Thorp Springs Press,0914476971
Born with a Mission,,0.0,Carl Adams,Word Aflame Press,0912315156
A Tribute to Carl Sandburg at Seventy-Five,,0.0,Harry E. Pratt,Forgotten Books,0365401579
Life as a Cabaret,New,29.66,,Trope Publishing Co.,1951963229
This Navy Doctor Came Ashore,Very Good,8.89,Charles H. Read Jr.,Acorn Press (CN),1894838750
Offiziere Gegen Hitler,Very Good,18.19,Fabian von Schlabrendorff,Kessinger Publishing,1419160117
Through Mine Own Eyes: The Autobiography Of A Natural Mystic,Good,24.09,Katharine Trevelyan,Kessinger Publishing,1162917997
The road to Paradise : the story of the Strasburg Railroad,New,41.68,William M. Moedinger,"Literary Licensing, LLC",1258521601
"George Innes: An American Landscape Painter, 1825-1894",New,24.95,Elizabeth McCausland,"Literary Licensing, LLC",1258667150
"The Eichmann Kommandos The Incredible True Life Horror Story of the 23 Kommando Leaders Whose Mobile Death Squads Murdered More Than 1,000,000 Human Beings",New,44.69,Michael A. Musmanno,"Literary Licensing, LLC",1258009811
A Heroine Of The Frontier: Miriam Davis Colt In Kansas 1856,New,21.78,J. Christian Bay,Kessinger Publishing,1163160261
"Letters And Notes On The Texan Santa Fe Expedition, 1841-1842",New,26.95,Thomas Falconer,"Literary Licensing, LLC",1258134012
If I Knew Then,New,29.95,Bob Thomas,"Literary Licensing, LLC",1258166801
The Firing Squad,New,32.95,Franz Carl Weiskopf,"Literary Licensing, LLC",1258819090
My Life as a Teacher,New,29.99,John Erskine,Young Press,1406739618
Diary of a Lover of Marilyn Monroe,,0.0,Hans Jogen Lembourn,HarperCollins Publishers,0877952167
"Collected Papers of Enrico Fermi Italy, 1921-38",New,68.51,Enrico Fermi,"Literary Licensing, LLC",1258131803
George Bowen of Bombay,New,26.0,Robert E Speer,Harvey Christian Publishers Inc.,1932774858
Elizabeth Bishop's World War II-Cold War View,New,59.78,Camille Roman,Palgrave MacMillan,1403967202
No Words to Say Goodbye: A Young Jewish Woman's Journey from the Soviet Union into America the Extraordinary Diaries of Raimonda Kopelnitsky,,0.0,Raimonda Kopelnitsky,Hyperion Books,1562828673
T. E. Lawrence: A Bibliography,,0.0,Elizabeth W. Duval,Haskell House Pub Ltd,083831385X
"Mannie's crowd;: Emanuel Lowenstein, colorful character of old Los Angeles, and a brief diary of the trip to Arizona and life in Tucson of the early 1880s, (California Jewish history, 3)",,0.0,Norton B. Stern,A. H. Clark Co,0870620037
B.J. Duarte: Cacador de Imagens,,0.0,B.J. Duarte,Cosac & Naify,8575036262
Allen of Alfred: Some of His Words to Students,New,25.95,E.H. Lewis,Kessinger Publishing,1417984279
Pray Standing,New,29.15,Frank  Ling,Frank Hegyi Publications,0981249558
Wagner,New,23.95,Charles Albert Lidgey,Legare Street Press,1022498223
"George Peabody, Esq. An Interpretation with a Letter From the President.",New,22.95,Philip Whitwell Wilson,Kessinger Publishing,1432598724
The Philosophy of Abraham Lincoln in His Own Words,New,41.72,Abraham Lincoln,"Literary Licensing, LLC",1258809249
"Hume, With Helps To The Study Of Berkeley",New,23.95,Thomas Henry Huxley,Legare Street Press,1015263941
Things Seen: Choses Vues,New,25.95,Victor Hugo,Legare Street Press,1017451249
The God of Jacob: Still The God of Reality Today,New,15.43,Samuel D. Hooper,Outskirts Press,1478714964
"Through Los Alamos, 1945: Memoirs of a Nuclear Physicist",,0.0,Hugh T. Richards,Arlington Place Pr,0963752111
"The Frontier Trail, Or From Cowboy To Colonel",New,38.95,Homer W. Wheeler,"Literary Licensing, LLC",1258120607
The real Roosevelt : b his forceful and fearless utterances on various subjects,New,27.95,Theodore Roosevelt,Kessinger Publishing,1165782057
"Washington And His Generals, Volume 2...",New,24.95,Joel Tyler Headley,Palala Press,1378082559
The Saga of a Vietnamese Immigrant,,0.0,Robert C. Trando,Authorhouse,1418475505
Alexander Hadden: A Short Biography,New,25.95,John A. Hadden,"Literary Licensing, LLC",1258170795
Zen Edge,Good,7.39,Alexander Eliot,Seabury Press,0816493553
Charles Lamb: The Evolution of Elia,Good,8.39,George Leonard Barnett,Twayne Publishers,0805766685
"Egidio: Ora et Labora, Volume II",,0.0,Louis S. LaCava,Dorrance Pub Co,0805972692
"Memorial Addresses On the Life and Character of George S. Houston: (A Senator From Alabama), Delivered in The Senate and House of Representatives, Forty-Sixth Congress, Second Session, February 26 and",New,31.95,U.S. Congress,Palala Press,1356782434
The Makings Of A Diplomatis,New,25.0,Alex Quaison-Sackey,9988-9098-5-7,9988909853
Nashville: Its Life And Times,New,29.95,Jesse Clifton Burt,"Literary Licensing, LLC",1258482738
Life after Death: A Survivor's Story,New,19.99,Brad Fite,Createspace Independent Publishing Platform,1514167069
"Stones Stand, Waters Flow",New,21.99,George Perkins,Xlibris Us,1425754112
Searching for the Norm: A Spiritual Odyssey,,0.0,Norman Smith,Dog Ear Publishing,1457519291
The Wartime Experiences of a Cleveland Czechoslovak Legionnaire: The World War I Diary of Ladislav Krizek,New,16.99,Stephen J. Sebesta,Xlibris Us,1664139982
Four Years Of Nazi Torture,New,27.95,Ernst Winkler,Kessinger Publishing,1432590529
"Rare Integrity: A Portrait of L. W. Payne, Jr.",,0.0,Hansen Alexander,Wind River Press,0932119026
The Works of Jonathan Edwards ... Volume; Volume 2,New,29.95,Tryon Edwards,Legare Street Press,1015482651
Sunday: A Memoir,Good,90.79,Tina Louise,St. Martin's Press,0307440176
Confessions of a Romance Cover Model,,0.0,C.J. Hollenbach,"Ellora's Cave Publishing, Inc.",1419955713
Talbot Mundy: Messenger of Destiny,,0.0,Donald M. Grant,Donald M. Grant Publishers,0937986461
Through the Eyes of a Gangster: A Story of the Transformation And Redemption of a Black Gangster Disciple,,0.0,"Gary ""Gee-Gee"" Casterlow-Bey",Trafford Publishing,1425101119
English Lands Letters and Kings the Later Georges to Victoria,New,10.48,Donald G. Mitchell,Createspace Independent Publishing Platform,1545203407
"Combat Related P.T.S.D., The Willie Gray Story - A True Story",,0.0,Melvina Gray,CreateSpace Independent Publishing Platform,1481134655
Tactics and duties for trench fighting,New,25.71,Oscar N Solbert,Createspace Independent Publishing Platform,1535282053
Life of Voltaire (Select Bibliographies),New,27.99,S.G. Tallentyre,University Press of the Pacific,1410213463
ADVERTURE IN RED RIVER,Good,9.29,Grant Foreman,"University of Oklahoma Press, Norman",B002J0497Y
Yoshio Markino: A Japanese Artist in London,Very Good,14.49,Yoshio Markino,Forgotten Books,1331201829
The Many Deaths of Tom Thomson: Separating Fact from Fiction,New,20.82,Gregory Klages,Dundurn Press,1459731964
